time,input,setpoint,control_action,system_output
0.0,0.0,0.0,0.0,0.0
0.1,0.0,0.0,0.0,0.0
0.2,0.0,0.0,0.0,0.0
0.3,0.0,0.0,0.0,0.0
0.4,0.0,0.0,0.0,0.0
0.5,0.0,0.0,0.0,0.0
0.6000000000000001,0.0,0.0,0.0,0.0
0.7000000000000001,0.0,0.0,0.0,0.0
0.8,0.0,0.0,0.0,0.0
0.9,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
1.1,0.0,0.0,0.0,0.0
1.2000000000000002,0.0,0.0,0.0,0.0
1.3,0.0,0.0,0.0,0.0
1.4,0.0,0.0,0.0,0.0
1.5,0.0,0.0,0.0,0.0
1.6,0.0,0.0,0.0,0.0
1.7000000000000002,0.0,0.0,0.0,0.0
1.8,0.0,0.0,0.0,0.0
1.9,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
2.1,0.0,0.0,0.0,0.0
2.2,0.0,0.0,0.0,0.0
2.3000000000000003,0.0,0.0,0.0,0.0
2.4000000000000004,0.0,0.0,0.0,0.0
2.5,0.0,0.0,0.0,0.0
2.6,0.0,0.0,0.0,0.0
2.7,0.0,0.0,0.0,0.0
2.8000000000000003,0.0,0.0,0.0,0.0
2.9000000000000004,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0
3.1,0.0,0.0,0.0,0.0
3.2,0.0,0.0,0.0,0.0
3.3000000000000003,0.0,0.0,0.0,0.0
3.4000000000000004,0.0,0.0,0.0,0.0
3.5,0.0,0.0,0.0,0.0
3.6,0.0,0.0,0.0,0.0
3.7,0.0,0.0,0.0,0.0
3.8,0.0,0.0,0.0,0.0
3.9,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0
4.1000000000000005,0.0,0.0,0.0,0.0
4.2,0.0,0.0,0.0,0.0
4.3,0.0,0.0,0.0,0.0
4.4,0.0,0.0,0.0,0.0
4.5,0.0,0.0,0.0,0.0
4.6000000000000005,0.0,0.0,0.0,0.0
4.7,0.0,0.0,0.0,0.0
4.800000000000001,0.0,0.0,0.0,0.0
4.9,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0
5.1000000000000005,0.0,0.0,0.0,0.0
5.2,0.0,0.0,0.0,0.0
5.300000000000001,0.0,0.0,0.0,0.0
5.4,0.0,0.0,0.0,0.0
5.5,0.0,0.0,0.0,0.0
5.6000000000000005,0.0,0.0,0.0,0.0
5.7,0.0,0.0,0.0,0.0
5.800000000000001,0.0,0.0,0.0,0.0
5.9,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0
6.1000000000000005,0.0,0.0,0.0,0.0
6.2,0.0,0.0,0.0,0.0
6.300000000000001,0.0,0.0,0.0,0.0
6.4,0.0,0.0,0.0,0.0
6.5,0.0,0.0,0.0,0.0
6.6000000000000005,0.0,0.0,0.0,0.0
6.7,0.0,0.0,0.0,0.0
6.800000000000001,0.0,0.0,0.0,0.0
6.9,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0
7.1000000000000005,0.0,0.0,0.0,0.0
7.2,0.0,0.0,0.0,0.0
7.300000000000001,0.0,0.0,0.0,0.0
7.4,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0
7.6,0.0,0.0,0.0,0.0
7.7,0.0,0.0,0.0,0.0
7.800000000000001,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0
8.200000000000001,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0
8.700000000000001,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0
9.1,0.0,0.0,0.0,0.0
9.2,0.0,0.0,0.0,0.0
9.3,0.0,0.0,0.0,0.0
9.4,0.0,0.0,0.0,0.0
9.5,0.0,0.0,0.0,0.0
9.6,0.0,0.0,0.0,0.0
9.7,0.0,0.0,0.0,0.0
9.8,0.0,0.0,0.0,0.0
9.9,0.0,0.0,0.5366300000000012,0.0
10.0,1.0,1.0,0.21316895516262754,0.0014740973060999461
10.1,1.0,1.0,0.2176397640341739,0.007688505941869171
10.2,1.0,1.0,0.2201797207656078,0.020331185944508365
10.3,1.0,1.0,0.22140897317364588,0.03919670669411133
10.4,1.0,1.0,0.22132914501887635,0.06407071325742437
10.5,1.0,1.0,0.21994407428884322,0.0947321644766061
10.6,1.0,1.0,0.2172603500077591,0.1309538002737113
10.7,1.0,1.0,0.21328725405685087,0.17250262238195527
10.8,1.0,1.0,0.20803670101427124,0.21914038045779918
10.9,1.0,1.0,0.20152317387196347,0.2706240625452348
11.0,1.0,1.0,0.1937636606398666,0.3267063798634876
11.1,1.0,1.0,0.1847775683901272,0.38713628352217877
11.2,1.0,1.0,0.1745866614188109,0.4516594488697502
11.3,1.0,1.0,0.16321497735995538,0.5200187744075293
11.4,1.0,1.0,0.1506887453541914,0.591954879017454
11.5,1.0,1.0,0.1370363009045044,0.6672065975344289
11.6,1.0,1.0,0.12228799793854438,0.7455114737370906
11.7,1.0,1.0,0.10647611828306679,0.8266062498395514
11.8,1.0,1.0,0.08963477875771325,0.9102273515816106
11.9,1.0,1.0,0.07179983609669137,0.9961113680339301
12.0,1.0,1.0,0.053008789908535886,1.083995525255353
12.1,1.0,1.0,0.03330068388488373,1.1736181529627119
12.2,1.0,1.0,0.012716005469743313,1.2647191433981193
12.3,1.0,1.0,-0.008703415799054523,1.3570404016046556
12.4,1.0,1.0,-0.030914547078382534,1.4503263534592348
12.5,1.0,1.0,-0.0538731259250558,1.5443241746541516
12.6,1.0,1.0,-0.07753393872273026,1.638784412791755
12.7,1.0,1.0,-0.10185082330105995,1.7334613287636085
12.8,1.0,1.0,-0.12677679863071845,1.8281132976444618
12.9,1.0,1.0,-0.1522641607998267,1.9225031778748924
13.0,1.0,1.0,-0.17826460104253544,2.016398696994077
13.1,1.0,1.0,-0.20472930270894232,2.109572803038784
13.2,1.0,1.0,-0.23160904725162432,2.2018040068312694
13.3,1.0,1.0,-0.25885431743298193,2.2928767088099216
13.4,1.0,1.0,-0.2864153996047838,2.3825815101612817
13.5,1.0,1.0,-0.3142424893027622,2.4707155162258796
13.6,1.0,1.0,-0.34228578494526357,2.557082608840685
13.7,1.0,1.0,-0.37049559094265017,2.64149371339591
13.8,1.0,1.0,-0.3988224139933997,2.7237670462971293
13.9,1.0,1.0,-0.4272170585761998,2.8037283454992696
14.0,1.0,1.0,-0.4556307205149278,2.8812110838905722
14.1,1.0,1.0,-0.4840150784626295,2.956056665337591
14.2,1.0,1.0,-0.5123223831575896,3.0281146032381034
14.3,1.0,1.0,-0.5405055713952337,3.097242731935861
14.4,1.0,1.0,-0.5685182425630751,3.1633071793447116
14.5,1.0,1.0,-0.5963149250632848,3.226182733302809
14.6,1.0,1.0,-0.6238509865713533,3.285752781341739
14.7,1.0,1.0,-0.6510827916758942,3.3419094499404998
14.8,1.0,1.0,-0.6779677590347257,3.394553677300801
14.9,1.0,1.0,-0.7044644260312477,3.443595258223982
15.0,1.0,1.0,-0.730532526479586,3.48895289553499
15.1,1.0,1.0,-0.7561330468023695,3.53055421471421
15.2,1.0,1.0,-0.7812282882932002,3.56833576704285
15.3,1.0,1.0,-0.8057819241336139,3.6022430158668826
15.4,1.0,1.0,-0.8297590529536433,3.6322303062264525
15.5,1.0,1.0,-0.8531262488822486,3.65826081812967
15.6,1.0,1.0,-0.8758516080396836,3.680306503776403
15.7,1.0,1.0,-0.8979047914314556,3.698348009064055
15.8,1.0,1.0,-0.9192570642109299,3.7123745797327836
15.9,1.0,1.0,-0.9398813312850722,3.7223839525322573
16.0,1.0,1.0,-0.9597521692451926,3.728382231815721
16.1,1.0,1.0,-0.9788458546117961,3.730383751989654
16.2,1.0,1.0,-0.9971403880694042,3.7284109256715605
16.3,1.0,1.0,-1.014615512373557,3.722494073341294
16.400000000000002,1.0,1.0,-1.0312527387616555,3.712671259785435
16.5,1.0,1.0,-1.0470353522150457,3.69898809754279
16.6,1.0,1.0,-1.061948423692816,3.6814975457337393
16.7,1.0,1.0,-1.0759788164411235,3.660259697758583
16.8,1.0,1.0,-1.0891151887256436,3.635341558385361
16.900000000000002,1.0,1.0,-1.1013479930418482,3.606816810794055
17.0,1.0,1.0,-1.1126694718528627,3.5747655741557054
17.1,1.0,1.0,-1.1230736499107463,3.5392741523355826
17.2,1.0,1.0,-1.1325563232228129,3.50043477431871
17.3,1.0,1.0,-1.1411150477385488,3.4583453325700404
17.400000000000002,1.0,1.0,-1.1487491554619718,3.413109174805146
17.5,1.0,1.0,-1.1554595916928219,3.364834598126824
17.6,1.0,1.0,-1.1612490875560733,3.313634791845283
17.7,1.0,1.0,-1.1661220174409763,3.2596274698315453
17.8,1.0,1.0,-1.170084394435959,3.2029345741242303
17.900000000000002,1.0,1.0,-1.1731438380014003,3.143681974667804
18.0,1.0,1.0,-1.1753095389406376,3.0819991657385617
18.1,1.0,1.0,-1.1765922217965663,3.018018959683023
18.2,1.0,1.0,-1.1770041047805826,2.9518771785884343
18.3,1.0,1.0,-1.1765588573461696,2.883712344504094
18.4,1.0,1.0,-1.1752715555203388,2.8136653688246143
18.5,1.0,1.0,-1.1731586351093333,2.7418792414394173
18.6,1.0,1.0,-1.170237866880899,2.6684987649373597
18.7,1.0,1.0,-1.1665282223447477,2.5936701162803297
18.8,1.0,1.0,-1.1620499284195744,2.5175406603529185
18.9,1.0,1.0,-1.1568243002065675,2.4402585074553156
19.0,1.0,1.0,-1.1508738926750899,2.361972513665676
19.1,1.0,1.0,-1.1442221791573255,2.282831671756884
19.200000000000003,1.0,1.0,-1.136893650453037,2.2029849194542424
19.3,1.0,1.0,-1.1289137210093727,2.12258084744348
19.4,1.0,1.0,-1.120308668539441,2.0417674120312874
19.5,1.0,1.0,-1.1111055728083716,1.960691653040395
19.6,1.0,1.0,-1.10133225368454,1.8794994174076274
19.700000000000003,1.0,1.0,-1.0910172085853864,1.798335088936309
19.8,1.0,1.0,-1.080189547749156,1.7173413214733113
19.9,1.0,1.0,-1.0688789371738738,1.6366587921244637
20.0,1.0,1.0,-1.0571155263111733,1.5564259417543902
20.1,1.0,1.0,-1.0449298896156218,1.476778737030958
20.200000000000003,1.0,1.0,-1.0323529617127636,1.3978504370774953
20.3,1.0,1.0,-1.0194159738785626,1.31977136858967
20.4,1.0,1.0,-1.006150390790331,1.2426687097353812
20.5,1.0,1.0,-0.9925878476661163,1.1666662831314072
20.6,1.0,1.0,-0.9787600750795966,1.0918843342631284
20.700000000000003,1.0,1.0,-0.9646988865540231,1.018439420966717
20.8,1.0,1.0,-0.9504360474956298,0.9464441515969555
20.9,1.0,1.0,-0.9360032577357783,0.8760070454286841
21.0,1.0,1.0,-0.9214320843036851,0.8072323773881067
21.1,1.0,1.0,-0.9067539016461396,0.7402200291459459
21.200000000000003,1.0,1.0,-0.8919998350200551,0.6750653520693073
21.3,1.0,1.0,-0.8772007046824865,0.6118590408240776
21.4,1.0,1.0,-0.8623869714063266,0.5506870177237537
21.5,1.0,1.0,-0.8475886834091039,0.4916303278997697
21.6,1.0,1.0,-0.8328354247780452,0.43476504534665333
21.700000000000003,1.0,1.0,-0.8181562654704538,0.38016218987358974
21.8,1.0,1.0,-0.8035797138078993,0.3278876565444076
21.9,1.0,1.0,-0.7891336627645141,0.2780021421965584
22.0,1.0,1.0,-0.7748453635835975,0.23056112209330742
22.1,1.0,1.0,-0.7607413614534523,0.18561478702228687
22.200000000000003,1.0,1.0,-0.7468474659598063,0.1432080217353003
22.3,1.0,1.0,-0.7331887095847862,0.10338038683034606
22.4,1.0,1.0,-0.7197893106086495,0.06616611120237416
22.5,1.0,1.0,-0.7066726252947453,0.03159407112588168
22.6,1.0,1.0,-0.6938611580556294,-0.00031213055071269147
22.700000000000003,1.0,1.0,-0.6813764763222888,-0.029534202312783184
22.8,1.0,1.0,-0.6692392126054841,-0.056059110900330285
22.9,1.0,1.0,-0.6574690301673206,-0.0798790408132214
23.0,1.0,1.0,-0.6460846002255828,-0.10099134061724102
23.1,1.0,1.0,-0.635103579490348,-0.11939846124753867
23.200000000000003,1.0,1.0,-0.6245425903602433,-0.13510788527742604
23.3,1.0,1.0,-0.6144172033650844,-0.14813204741137
23.4,1.0,1.0,-0.6047419218587863,-0.15848824647399115
23.5,1.0,1.0,-0.5955301689613987,-0.16619854918050772
23.6,1.0,1.0,-0.5867942767452617,-0.17128968598574473
23.700000000000003,1.0,1.0,-0.5785454776559297,-0.17379293932004344
23.8,1.0,1.0,-0.5707938981543648,-0.17374402453083662
23.9,1.0,1.0,-0.5635485545628449,-0.17118296385825085
24.0,1.0,1.0,-0.5568173510928018,-0.16615395378242354
24.1,1.0,1.0,-0.5506070800292711,-0.15870522608788973
24.200000000000003,1.0,1.0,-0.5449234240426845,-0.1488889029978027
24.3,1.0,1.0,-0.5397709605947786,-0.1367608467378161
24.4,1.0,1.0,-0.5351531684021785,-0.12238050389491881
24.5,1.0,1.0,-0.531072435917561,-0.10581074494165765
24.6,1.0,1.0,-0.5275300717849946,-0.08711769930046716
24.700000000000003,1.0,1.0,-0.5245263172226993,-0.06637058632659372
24.8,1.0,1.0,-0.5220603602839181,-0.0436415425899955
24.9,1.0,1.0,-0.5201303519436726,-0.019005445838011857
25.0,1.0,1.0,-0.5187334239538105,0.007460263973749267
25.1,1.0,1.0,-0.5178657085780279,0.03567576651212978
25.200000000000003,1.0,1.0,-0.517522359835275,0.06555904498403428
25.3,1.0,1.0,-0.5176975696573074,0.09702605934780015
25.4,1.0,1.0,-0.5183846121034665,0.12999096285894035
25.5,1.0,1.0,-0.5195758462976426,0.1643662653860006
25.6,1.0,1.0,-0.5212627551464447,0.20006302843959917
25.700000000000003,1.0,1.0,-0.5234359717006399,0.23699105401293633
25.8,1.0,1.0,-0.5260853088858026,0.27505907331571294
25.9,1.0,1.0,-0.529199790404527,0.3141749350477014
26.0,1.0,1.0,-0.5327676827330721,0.3542457928569958
26.1,1.0,1.0,-0.5367765281363309,0.39517829163396395
26.200000000000003,1.0,1.0,-0.5412131786240217,0.4368787522985049
26.3,1.0,1.0,-0.546063830770219,0.4792533547455312
26.4,1.0,1.0,-0.5513140839650363,0.5222083608243038
26.5,1.0,1.0,-0.5569488949741673,0.5656501656624304
26.6,1.0,1.0,-0.5629527243913837,0.6094856003185108
26.700000000000003,1.0,1.0,-0.5693095097330634,0.653622061805664
26.8,1.0,1.0,-0.5760027173518257,0.6979676820588878
26.9,1.0,1.0,-0.5830153818296433,0.7424314952111347
27.0,1.0,1.0,-0.5903301406864196,0.7869235928149216
27.1,1.0,1.0,-0.5979292787868558,0.8313552876034213
27.200000000000003,1.0,1.0,-0.6057947640045449,0.8756392639740311
27.3,1.0,1.0,-0.6139082870903765,0.9196897260861069
27.4,1.0,1.0,-0.6222513007881462,0.9634225410657838
27.5,1.0,1.0,-0.6308050588755197,1.0067553771067332
27.6,1.0,1.0,-0.6395506550574828,1.0496078362709325
27.700000000000003,1.0,1.0,-0.648469061607502,1.0919015817460986
27.8,1.0,1.0,-0.6575411736274906,1.1335604704265574
27.9,1.0,1.0,-0.666747823249689,1.17451063094409
28.0,1.0,1.0,-0.6760698541277109,1.214680619435206
28.1,1.0,1.0,-0.6854881317468239,1.254001501385006
28.200000000000003,1.0,1.0,-0.6949835887620359,1.292406952167656
28.3,1.0,1.0,-0.7045372599226065,1.3298333483055094
28.4,1.0,1.0,-0.7141303172894957,1.3662198523200106
28.5,1.0,1.0,-0.7237441033047007,1.401508488479906
28.6,1.0,1.0,-0.7333601850846089,1.4356442514676553
28.700000000000003,1.0,1.0,-0.742960331565299,1.4685750900405807
28.8,1.0,1.0,-0.7525266063117763,1.5002520295809445
28.9,1.0,1.0,-0.7620413686310126,1.5306292075075019
29.0,1.0,1.0,-0.7714873089921294,1.5596639185483505
29.1,1.0,1.0,-0.7808474779569876,1.587316653366342
29.200000000000003,1.0,1.0,-0.7901053140207123,1.6135511305377381
29.3,1.0,1.0,-0.7992446703270648,1.6383343219099529
29.4,1.0,1.0,-0.8082498402246895,1.6616364713813871
29.5,1.0,1.0,-0.8171055816291719,1.6834311071543222
29.6,1.0,1.0,-0.8257971401608224,1.7036950475252999
29.700000000000003,1.0,1.0,-0.8343102710302681,1.7224084002888573
29.8,1.0,1.0,-0.8426312596467183,1.7395545558416718
29.9,1.0,1.0,-0.8507469409265929,1.7551201740851248
30.0,1.0,1.0,-0.8586447172829956,1.7690951652348892
30.1,1.0,1.0,-0.8663125752793068,1.7814726646563934
30.200000000000003,1.0,1.0,-0.8737391009329831,1.7922490018549124
30.3,1.0,1.0,-0.8809134936584005,1.801423663758519
30.4,1.0,1.0,-0.8878255788403782,1.808999252441257
30.5,1.0,1.0,-0.8944658190327268,1.8149814374425757
30.6,1.0,1.0,-0.9008253237789304,1.8193789028473883
30.700000000000003,1.0,1.0,-0.9068958580547078,1.8222032892989366
30.8,1.0,1.0,-0.9126698493348857,1.8234691311240818
30.9,1.0,1.0,-0.9181403932896125,1.823193788757619
31.0,1.0,1.0,-0.923301258117347,1.821397376658423
31.1,1.0,1.0,-0.9281468875254005,1.8181026869176566
31.200000000000003,1.0,1.0,-0.9326724023696242,1.8133351087626235
31.3,1.0,1.0,-0.9368736009961647,1.8071225442174985
31.4,1.0,1.0,-0.9407469586296118,1.7994953207757256
31.5,1.0,1.0,-0.9442896239427296,1.7904860981755109
31.6,1.0,1.0,-0.9474994165458956,1.7801297745362592
31.700000000000003,1.0,1.0,-0.950374821897175,1.7684633885775467
31.8,1.0,1.0,-0.9529149852939459,1.755526019053149
31.9,1.0,1.0,-0.9551197046761419,1.7413586816316202
32.0,1.0,1.0,-0.9569894222707741,1.7260042234559083
32.1,1.0,1.0,-0.9585252151094578,1.7095072156158078
32.2,1.0,1.0,-0.959728784452421,1.6919138437679164
32.300000000000004,1.0,1.0,-0.9606024441541082,1.6732717971381434
32.4,1.0,1.0,-0.9611491080071018,1.6536301561418247
32.5,1.0,1.0,-0.9613722761041813,1.6330392788591057
32.6,1.0,1.0,-0.9612760202583707,1.6115506866016
32.7,1.0,1.0,-0.9608649684991722,1.5892169487618129
32.800000000000004,1.0,1.0,-0.9601442887400811,1.5660915672500741
32.9,1.0,1.0,-0.9591196716080808,1.5422288606946866
33.0,1.0,1.0,-0.9577973125031848,1.5176838486434294
33.1,1.0,1.0,-0.9561838929289943,1.4925121359891582
33.2,1.0,1.0,-0.9542865611399082,1.466769797838484
33.300000000000004,1.0,1.0,-0.9521129121514939,1.4405132650388044
33.4,1.0,1.0,-0.949670967161037,1.4137992105746744
33.5,1.0,1.0,-0.9469691524258662,1.3866844370401232
33.6,1.0,1.0,-0.9440162776474134,1.359225765388596
33.7,1.0,1.0,-0.940821513909341,1.3314799251571987
33.800000000000004,1.0,1.0,-0.9373943540898811,1.3035034144380395
33.9,1.0,1.0,-0.9337446546094637,1.2753524947250687
34.0,1.0,1.0,-0.9298825218252841,1.247082979275327
34.1,1.0,1.0,-0.9258183443682365,1.2187501693438094
34.2,1.0,1.0,-0.9215627569590423,1.1904087545368005
34.300000000000004,1.0,1.0,-0.9171266166770684,1.1621127156663669
34.4,1.0,1.0,-0.9125209791303499,1.133915230285757
34.5,1.0,1.0,-0.9077570745649147,1.105868581050658
34.6,1.0,1.0,-0.9028462839600453,1.0780240670437011
34.7,1.0,1.0,-0.8978001151554545,1.050431918191947
34.800000000000004,1.0,1.0,-0.8926301790555508,1.0231412128990471
34.9,1.0,1.0,-0.887348162519483,0.9961997926033584
35.0,1.0,1.0,-0.8819658183931469,0.9696542075564991
35.1,1.0,1.0,-0.8764949204610886,0.9435496171703652
35.2,1.0,1.0,-0.8709472574351471,0.9179297365315184
35.300000000000004,1.0,1.0,-0.8653346047416598,0.8928367706647533
35.4,1.0,1.0,-0.8596687017302527,0.8683113522639692
35.5,1.0,1.0,-0.8539612300631259,0.844392484605656
35.6,1.0,1.0,-0.8482237828604349,0.8211174712033236
35.7,1.0,1.0,-0.8424678738834458,0.7985219128788188
35.800000000000004,1.0,1.0,-0.8367048797534401,0.7766396215449505
35.9,1.0,1.0,-0.8309460395482806,0.7555025908696977
36.0,1.0,1.0,-0.8252024312305276,0.7351409591464223
36.1,1.0,1.0,-0.8194849525547504,0.7155829762252266
36.2,1.0,1.0,-0.8138043025820202,0.696854974524883
36.3,1.0,1.0,-0.8081709638253342,0.6789813441257864
36.4,1.0,1.0,-0.8025951850517774,0.6619845119365672
36.5,1.0,1.0,-0.7970869647656286,0.6458849249192814
36.6,1.0,1.0,-0.7916560353949798,0.630701037350544
36.7,1.0,1.0,-0.7863118482027578,0.6164493020884738
36.8,1.0,1.0,-0.7810635589414052,0.6031441658080862
36.9,1.0,1.0,-0.7759200142684314,0.5907980681600324
37.0,1.0,1.0,-0.7708897389400221,0.5794214448033808
37.1,1.0,1.0,-0.7659809237945993,0.5690227342513682
37.2,1.0,1.0,-0.7612014145405563,0.5596083884669925
37.3,1.0,1.0,-0.7565587013582387,0.5511828871371656
37.4,1.0,1.0,-0.7520599093251993,0.5437487555481793
37.5,1.0,1.0,-0.7477117896720621,0.5373065859794431
37.6,1.0,1.0,-0.7435207118745792,0.5318550625267944
37.7,1.0,1.0,-0.7394926565858161,0.5273909892613062
37.8,1.0,1.0,-0.7356332094106917,0.5239093216243482
37.9,1.0,1.0,-0.7319475555235045,0.5214032009548184
38.0,1.0,1.0,-0.7284404751273914,0.5198639920398179
38.1,1.0,1.0,-0.725116339753096,0.5192813235757042
38.2,1.0,1.0,-0.7219791093928395,0.5196431314224068
38.3,1.0,1.0,-0.7190323304636355,0.5209357045302871
38.400000000000006,1.0,1.0,-0.7162791345922993,0.5231437334143544
38.5,1.0,1.0,-0.7137222382142164,0.5262503610492838
38.6,1.0,1.0,-0.7113639429749923,0.5302372360540568
38.7,1.0,1.0,-0.7092061369236118,0.5350845680331078
38.8,1.0,1.0,-0.7072502964841206,0.5407711849384496
38.900000000000006,1.0,1.0,-0.7054974891915409,0.5472745923151965
39.0,1.0,1.0,-0.703948377176413,0.5545710342910986
39.1,1.0,1.0,-0.7026032213812046,0.5626355561692744
39.2,1.0,1.0,-0.7014618864905584,0.5714420684820986
39.3,1.0,1.0,-0.7005238465499426,0.5809634123515114
39.400000000000006,1.0,1.0,-0.6997881912755599,0.591171426048074
39.5,1.0,1.0,-0.6992536330070414,0.6020370125758772
39.6,1.0,1.0,-0.6989185142870962,0.6135302081334283
39.7,1.0,1.0,-0.6987808160537834,0.6256202513197217
39.8,1.0,1.0,-0.6988381664175155,0.6382756529428815
39.900000000000006,1.0,1.0,-1.7723478499967702,0.6514642662868775
40.0,-1.0,-1.0,-1.1258647269595372,0.6622051609339166
40.1,-1.0,-1.0,-1.13543122278018,0.6639326588831916
40.2,-1.0,-1.0,-1.1413182469385015,0.6532371556350873
40.3,-1.0,-1.0,-1.1447621093423965,0.6304954490238529
40.400000000000006,-1.0,-1.0,-1.1457617709734382,0.5961018571784318
40.5,-1.0,-1.0,-1.1443203611994817,0.5504638539060381
40.6,-1.0,-1.0,-1.1404462410523513,0.49400118637691787
40.7,-1.0,-1.0,-1.1341529054156256,0.42714498262857004
40.8,-1.0,-1.0,-1.1254588724093286,0.350336841142027
40.900000000000006,-1.0,-1.0,-1.114387590761554,0.2640279553475305
41.0,-1.0,-1.0,-1.1009672747035555,0.16867813650981756
41.1,-1.0,-1.0,-1.0852308024626722,0.06475490598236727
41.2,-1.0,-1.0,-1.0672155764522624,-0.04726742885786929
41.3,-1.0,-1.0,-1.0469633769659763,-0.16690870819380252
41.400000000000006,-1.0,-1.0,-1.0245202129855397,-0.2936838518313706
41.5,-1.0,-1.0,-0.9999361656518395,-0.42710379126855613
41.6,-1.0,-1.0,-0.9732652268709753,-0.5666763981021976
41.7,-1.0,-1.0,-0.944565133117194,-0.7119074064520667
41.8,-1.0,-1.0,-0.913897194254784,-0.8623013283881871
41.900000000000006,-1.0,-1.0,-0.8813261180030858,-1.0173623606702535
42.0,-1.0,-1.0,-0.8469198304381885,-1.1765952811448261
42.1,-1.0,-1.0,-0.8107492929243542,-1.3395063331912114
42.2,-1.0,-1.0,-0.772888315872292,-1.5056040966503434
